Name  /  Date: 2015_01_30;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);31;19;10;11;17;84;189;276;254;290;301;309;341;377;346;344;302;353;320;273;230;173;154;123;
MQ_03020_FV4_L (MQ1);14;9;10;10;14;53;166;320;302;245;251;234;226;248;269;270;292;251;227;206;109;78;46;55;
MQ_03290_FV3_GR (MQ10);30;17;9;8;26;58;115;190;188;170;185;200;234;249;232;241;195;236;209;224;181;123;147;107;
MQ_03020_FV2_L (MQ100);2;2;1;1;0;1;16;54;25;17;43;36;45;47;35;39;42;31;31;26;23;13;9;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;2;2;2;2;3;2;2;2;2;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;3;0;0;1;2;4;6;10;11;7;14;11;7;12;14;10;17;14;8;9;0;4;6;
MQ_08050_FV3_L (MQ1003);1;4;1;3;10;18;43;21;59;79;101;116;126;124;119;140;126;132;95;61;22;10;0;1;
MQ_06161_FV3_L (MQ1004);11;7;2;7;8;43;145;235;251;188;210;179;179;203;223;207;227;228;224;149;108;57;66;47;
MQ_06170_FV6_L (MQ1005);1;1;0;0;2;5;27;53;44;28;22;37;38;36;47;30;37;40;29;28;16;14;9;10;
MQ_08110_FV1_LO (MQ1006);2;1;0;0;0;2;3;9;14;12;16;19;20;19;25;21;19;21;18;14;6;5;6;4;
MQ_08110_FV3_RO (MQ1007);0;0;0;1;1;1;8;21;23;29;26;29;31;26;29;36;28;32;25;13;10;8;3;3;
MQ_06160_FV2_R (MQ1009);10;9;8;6;17;54;105;201;264;168;175;157;194;204;243;213;260;225;170;139;99;62;53;51;
MQ_02020_FV4_L (MQ101);16;16;7;4;10;48;121;230;255;241;256;286;304;409;395;384;359;336;343;266;156;90;82;58;
MQ_03030_FV1_G (MQ1010);30;5;9;10;25;106;399;840;795;616;625;675;748;809;900;835;827;703;615;469;303;208;167;134;
Alle Motion Det Weselerstr. (MQ1011);15868;11508;9685;9294;11126;19056;44151;71693;67239;62774;64019;68889;74752;76866;80076;80012;75216;73661;71501;62958;44463;31704;30588;27773;
